prim,x,y,z,yaw_deg
/World/TestBox,0.2644,-0.1402,0.029999999999999992,148.82
/World/TestBox1,0.1593,0.2768,0.03,208.86
/World/TestBox2,-0.2531,-0.0922,0.04187059957553531,294.12
