x,y,r,theta_deg,z,angle_deg,sim_reachable,sim_error,real_reachable,real_error,mismatch
-0.15,-0.0,0.15,-180,0.1608,0,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.1608,30,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.1608,60,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.1608,90,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2108,0,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2108,30,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2108,60,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2108,90,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2608,0,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2608,30,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2608,60,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.2608,90,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.31,0,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.31,30,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.31,60,False,-31,False,-31,False
-0.15,-0.0,0.15,-180,0.31,90,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.1608,0,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.1608,30,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.1608,60,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.1608,90,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2108,0,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2108,30,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2108,60,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2108,90,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2608,0,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2608,30,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2608,60,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.2608,90,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.31,0,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.31,30,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.31,60,False,-31,False,-31,False
-0.1449,-0.0388,0.15,-165,0.31,90,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.1608,0,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.1608,30,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.1608,60,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.1608,90,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2108,0,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2108,30,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2108,60,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2108,90,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2608,0,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2608,30,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2608,60,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.2608,90,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.31,0,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.31,30,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.31,60,False,-31,False,-31,False
-0.1299,-0.075,0.15,-150,0.31,90,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.1608,0,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.1608,30,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.1608,60,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.1608,90,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2108,0,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2108,30,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2108,60,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2108,90,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2608,0,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2608,30,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2608,60,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.2608,90,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.31,0,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.31,30,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.31,60,False,-31,False,-31,False
-0.1061,-0.1061,0.15,-135,0.31,90,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.1608,0,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.1608,30,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.1608,60,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.1608,90,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2108,0,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2108,30,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2108,60,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2108,90,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2608,0,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2608,30,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2608,60,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.2608,90,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.31,0,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.31,30,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.31,60,False,-31,False,-31,False
-0.075,-0.1299,0.15,-120,0.31,90,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.1608,0,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.1608,30,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.1608,60,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.1608,90,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2108,0,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2108,30,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2108,60,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2108,90,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2608,0,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2608,30,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2608,60,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.2608,90,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.31,0,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.31,30,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.31,60,False,-31,False,-31,False
-0.0388,-0.1449,0.15,-105,0.31,90,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.1608,0,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.1608,30,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.1608,60,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.1608,90,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2108,0,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2108,30,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2108,60,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2108,90,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2608,0,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2608,30,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2608,60,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.2608,90,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.31,0,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.31,30,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.31,60,False,-31,False,-31,False
0.0,-0.15,0.15,-90,0.31,90,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.1608,0,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.1608,30,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.1608,60,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.1608,90,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2108,0,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2108,30,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2108,60,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2108,90,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2608,0,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2608,30,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2608,60,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.2608,90,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.31,0,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.31,30,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.31,60,False,-31,False,-31,False
0.0388,-0.1449,0.15,-75,0.31,90,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.1608,0,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.1608,30,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.1608,60,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.1608,90,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2108,0,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2108,30,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2108,60,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2108,90,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2608,0,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2608,30,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2608,60,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.2608,90,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.31,0,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.31,30,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.31,60,False,-31,False,-31,False
0.075,-0.1299,0.15,-60,0.31,90,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.1608,0,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.1608,30,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.1608,60,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.1608,90,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2108,0,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2108,30,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2108,60,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2108,90,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2608,0,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2608,30,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2608,60,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.2608,90,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.31,0,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.31,30,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.31,60,False,-31,False,-31,False
0.1061,-0.1061,0.15,-45,0.31,90,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.1608,0,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.1608,30,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.1608,60,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.1608,90,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2108,0,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2108,30,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2108,60,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2108,90,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2608,0,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2608,30,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2608,60,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.2608,90,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.31,0,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.31,30,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.31,60,False,-31,False,-31,False
0.1299,-0.075,0.15,-30,0.31,90,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.1608,0,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.1608,30,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.1608,60,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.1608,90,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2108,0,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2108,30,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2108,60,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2108,90,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2608,0,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2608,30,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2608,60,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.2608,90,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.31,0,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.31,30,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.31,60,False,-31,False,-31,False
0.1449,-0.0388,0.15,-15,0.31,90,False,-31,False,-31,False
0.15,0.0,0.15,0,0.1608,0,False,-31,False,-31,False
0.15,0.0,0.15,0,0.1608,30,False,-31,False,-31,False
0.15,0.0,0.15,0,0.1608,60,False,-31,False,-31,False
0.15,0.0,0.15,0,0.1608,90,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2108,0,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2108,30,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2108,60,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2108,90,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2608,0,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2608,30,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2608,60,False,-31,False,-31,False
0.15,0.0,0.15,0,0.2608,90,False,-31,False,-31,False
0.15,0.0,0.15,0,0.31,0,False,-31,False,-31,False
0.15,0.0,0.15,0,0.31,30,False,-31,False,-31,False
0.15,0.0,0.15,0,0.31,60,False,-31,False,-31,False
0.15,0.0,0.15,0,0.31,90,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.1608,0,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.1608,30,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.1608,60,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.1608,90,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2108,0,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2108,30,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2108,60,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2108,90,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2608,0,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2608,30,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2608,60,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.2608,90,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.31,0,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.31,30,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.31,60,False,-31,False,-31,False
0.1449,0.0388,0.15,15,0.31,90,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.1608,0,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.1608,30,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.1608,60,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.1608,90,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2108,0,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2108,30,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2108,60,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2108,90,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2608,0,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2608,30,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2608,60,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.2608,90,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.31,0,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.31,30,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.31,60,False,-31,False,-31,False
0.1299,0.075,0.15,30,0.31,90,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.1608,0,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.1608,30,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.1608,60,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.1608,90,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2108,0,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2108,30,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2108,60,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2108,90,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2608,0,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2608,30,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2608,60,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.2608,90,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.31,0,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.31,30,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.31,60,False,-31,False,-31,False
0.1061,0.1061,0.15,45,0.31,90,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.1608,0,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.1608,30,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.1608,60,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.1608,90,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2108,0,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2108,30,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2108,60,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2108,90,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2608,0,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2608,30,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2608,60,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.2608,90,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.31,0,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.31,30,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.31,60,False,-31,False,-31,False
0.075,0.1299,0.15,60,0.31,90,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.1608,0,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.1608,30,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.1608,60,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.1608,90,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2108,0,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2108,30,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2108,60,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2108,90,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2608,0,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2608,30,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2608,60,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.2608,90,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.31,0,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.31,30,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.31,60,False,-31,False,-31,False
0.0388,0.1449,0.15,75,0.31,90,False,-31,False,-31,False
0.0,0.15,0.15,90,0.1608,0,False,-31,False,-31,False
0.0,0.15,0.15,90,0.1608,30,False,-31,False,-31,False
0.0,0.15,0.15,90,0.1608,60,False,-31,False,-31,False
0.0,0.15,0.15,90,0.1608,90,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2108,0,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2108,30,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2108,60,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2108,90,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2608,0,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2608,30,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2608,60,False,-31,False,-31,False
0.0,0.15,0.15,90,0.2608,90,False,-31,False,-31,False
0.0,0.15,0.15,90,0.31,0,False,-31,False,-31,False
0.0,0.15,0.15,90,0.31,30,False,-31,False,-31,False
0.0,0.15,0.15,90,0.31,60,False,-31,False,-31,False
0.0,0.15,0.15,90,0.31,90,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.1608,0,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.1608,30,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.1608,60,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.1608,90,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2108,0,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2108,30,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2108,60,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2108,90,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2608,0,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2608,30,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2608,60,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.2608,90,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.31,0,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.31,30,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.31,60,False,-31,False,-31,False
-0.0388,0.1449,0.15,105,0.31,90,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.1608,0,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.1608,30,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.1608,60,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.1608,90,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2108,0,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2108,30,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2108,60,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2108,90,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2608,0,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2608,30,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2608,60,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.2608,90,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.31,0,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.31,30,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.31,60,False,-31,False,-31,False
-0.075,0.1299,0.15,120,0.31,90,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.1608,0,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.1608,30,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.1608,60,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.1608,90,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2108,0,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2108,30,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2108,60,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2108,90,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2608,0,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2608,30,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2608,60,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.2608,90,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.31,0,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.31,30,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.31,60,False,-31,False,-31,False
-0.1061,0.1061,0.15,135,0.31,90,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.1608,0,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.1608,30,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.1608,60,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.1608,90,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2108,0,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2108,30,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2108,60,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2108,90,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2608,0,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2608,30,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2608,60,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.2608,90,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.31,0,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.31,30,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.31,60,False,-31,False,-31,False
-0.1299,0.075,0.15,150,0.31,90,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.1608,0,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.1608,30,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.1608,60,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.1608,90,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2108,0,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2108,30,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2108,60,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2108,90,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2608,0,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2608,30,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2608,60,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.2608,90,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.31,0,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.31,30,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.31,60,False,-31,False,-31,False
-0.1449,0.0388,0.15,165,0.31,90,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.1608,0,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.1608,30,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.1608,60,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.1608,90,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.2108,0,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.2108,30,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.2108,60,False,-31,False,-31,False
-0.2,-0.0,0.2,-180,0.2108,90,False,-31,False,-31,False
